"Statistic Label","Year","Partner Region","Trade Flow","Percentage of Turnover Exported","NACE Rev 2 Activity","UNIT","VALUE"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","0% Turnover Exported","Retail trade, except of motor vehicles and motorcycles (G47)","Number","3775"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","0% Turnover Exported","Transportation and storage (H)","Number","311"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","0% Turnover Exported","Accommodation and Food and Other Services (I, O to U)","Number","1351"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","0% Turnover Exported","Information and communication (J)","Number","477"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","0% Turnover Exported","Financial and insurance activities (K)","Number","78"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","0% Turnover Exported","Real estate activities (L)","Number","108"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","0% Turnover Exported","Professional, scientific and technical activities (M)","Number","795"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","0% Turnover Exported","Administrative and support service activities (N)","Number","591"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","0% Turnover Exported","Unknown","Number","0"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","0% Turnover Exported","Total Trade in Goods","Number","14197"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","1-24% Turnover Exported","Agriculture, forestry and fishing (A)","Number","78"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","1-24% Turnover Exported","Agriculture, Forestry & Fishing, Construction and Services, excluding Retail & Wholesale (A, F, H -U)","Number","1308"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","1-24% Turnover Exported","Mining and quarrying (B)","Number",""
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","1-24% Turnover Exported","Industry (B - E)","Number","1017"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","1-24% Turnover Exported","Manufacturing (C)","Number","944"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","1-24% Turnover Exported","Food products (C10)","Number","127"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","1-24% Turnover Exported","Beverages (C11)","Number","37"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","1-24% Turnover Exported","Tobacco products (C12)","Number",""
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","1-24% Turnover Exported","Textiles (C13)","Number","25"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","1-24% Turnover Exported","Wearing apparel (C14)","Number","12"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","1-24% Turnover Exported","Leather and related products (C15)","Number",""
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","1-24% Turnover Exported","Wood and wood products, except furniture (C16)","Number","33"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","1-24% Turnover Exported","Paper and paper products (C17)","Number","36"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","1-24% Turnover Exported","Printing and reproduction of recorded media (C18)","Number","40"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","1-24% Turnover Exported","Coke and refined petroleum products (C19)","Number",""
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","1-24% Turnover Exported","Chemicals and chemical products (C20)","Number","40"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","1-24% Turnover Exported","Basic pharmaceutical products and preparations (C21)","Number","10"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","1-24% Turnover Exported","Rubber and plastic products (C22)","Number","50"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","1-24% Turnover Exported","Other non-metallic mineral products (C23)","Number","59"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","1-24% Turnover Exported","Basic metals (C24)","Number","27"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","1-24% Turnover Exported","Fabricated metal products, except machinery and equipment (C25)","Number","116"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","1-24% Turnover Exported","Computer, electronic and optical products (C26)","Number","22"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","1-24% Turnover Exported","Electrical equipment (C27)","Number","25"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","1-24% Turnover Exported","Machinery and equipment n.e.c. (C28)","Number","79"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","1-24% Turnover Exported","Motor vehicles, trailers and semi-trailers (C29)","Number","16"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","1-24% Turnover Exported","Other transport equipment (C30)","Number",""
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","1-24% Turnover Exported","Furniture (C31)","Number","54"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","1-24% Turnover Exported","Other manufacturing (C32)","Number","53"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","1-24% Turnover Exported","Repair and installation of machinery and equipment (C33)","Number","75"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","1-24% Turnover Exported","Electricity, gas, steam and air conditioning supply (D)","Number",""
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","1-24% Turnover Exported","Water supply; sewerage, waste management and remediation activities (E)","Number","48"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","1-24% Turnover Exported","Construction (F)","Number","234"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","1-24% Turnover Exported","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Number","2455"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","1-24% Turnover Exported","Wholesale and retail trade and repair of motor vehicles and motorcycles (G45)","Number","221"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","1-24% Turnover Exported","Wholesale trade, except of motor vehicles and motorcycles (G46)","Number","1539"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","1-24% Turnover Exported","Retail trade, except of motor vehicles and motorcycles (G47)","Number","695"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","1-24% Turnover Exported","Transportation and storage (H)","Number","90"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","1-24% Turnover Exported","Accommodation and Food and Other Services (I, O to U)","Number","155"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","1-24% Turnover Exported","Information and communication (J)","Number","216"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","1-24% Turnover Exported","Financial and insurance activities (K)","Number",""
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","1-24% Turnover Exported","Real estate activities (L)","Number",""
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","1-24% Turnover Exported","Professional, scientific and technical activities (M)","Number","316"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","1-24% Turnover Exported","Administrative and support service activities (N)","Number","174"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","1-24% Turnover Exported","Unknown","Number","0"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","1-24% Turnover Exported","Total Trade in Goods","Number","4780"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","25-49% Turnover Exported","Agriculture, forestry and fishing (A)","Number","14"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","25-49% Turnover Exported","Agriculture, Forestry & Fishing, Construction and Services, excluding Retail & Wholesale (A, F, H -U)","Number","88"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","25-49% Turnover Exported","Mining and quarrying (B)","Number",""
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","25-49% Turnover Exported","Industry (B - E)","Number","254"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","25-49% Turnover Exported","Manufacturing (C)","Number","247"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","25-49% Turnover Exported","Food products (C10)","Number","33"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","25-49% Turnover Exported","Beverages (C11)","Number","14"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","25-49% Turnover Exported","Tobacco products (C12)","Number","0"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","25-49% Turnover Exported","Textiles (C13)","Number","6"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","25-49% Turnover Exported","Wearing apparel (C14)","Number",""
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","25-49% Turnover Exported","Leather and related products (C15)","Number",""
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","25-49% Turnover Exported","Wood and wood products, except furniture (C16)","Number","7"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","25-49% Turnover Exported","Paper and paper products (C17)","Number",""
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","25-49% Turnover Exported","Printing and reproduction of recorded media (C18)","Number","6"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","25-49% Turnover Exported","Coke and refined petroleum products (C19)","Number","0"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","25-49% Turnover Exported","Chemicals and chemical products (C20)","Number","13"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","25-49% Turnover Exported","Basic pharmaceutical products and preparations (C21)","Number","12"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","25-49% Turnover Exported","Rubber and plastic products (C22)","Number","34"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","25-49% Turnover Exported","Other non-metallic mineral products (C23)","Number","10"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","25-49% Turnover Exported","Basic metals (C24)","Number",""
